abandonou	a . b ã . d o . ˈ n o w
abandou	a . b ã . ˈ d o w
abanto	a . ˈ b ã . t ʊ
abão	a . ˈ b ã ʊ̃
abará	a . b ə . ˈ ɾ a
abarcam	a . ˈ b a x . k ã ʊ̃
abarcando	a . b a x . ˈ k ã . d ʊ
abarcar	a . b a x . ˈ k a x
abarcava	a . b a x . ˈ k a . v ə
abarcavam	a . b a x . ˈ k a . v ã ʊ̃
abarcou	a . b a x . ˈ k o w
abaré	a . b ə . ˈ ɾ ɛ
abarrotado	a . b a . x o . ˈ t a . d ʊ
abássida	a . ˈ b a . s i . d ə
abássidas	a . ˈ b a . s i . d ə s
abastada	a . b a s . ˈ t a . d ə
abastadas	a . b a s . ˈ t a . d ə s
abastado	a . b a s . ˈ t a . d ʊ
abastados	a . b a s . ˈ t a . d ʊ s
abastança	a . b a s . ˈ t ã . s ə
abastecedor	a . b a s . t e . s e . ˈ d o x
abastecem	a . b a s . ˈ t ɛ . s ẽ ỹ
abastecendo	a . b a s . t e . ˈ s ẽ . d ʊ
abasteceram	a . b a s . t e . ˈ s e . ɾ ã ʊ̃
abastecerem	a . b a s . t e . ˈ s e . ɾ ẽ ỹ
abasteceria	a . b a s . t e . s e . ˈ ɾ i . ə
abasteceu	a . b a s . t e . ˈ s e w
abasteciam	a . b a s . t e . ˈ s i . ã ʊ̃
abastecia	a . b a s . t e . ˈ s i . ə
abastecida	a . b a s . t e . ˈ s i . d ə
abastecidas	a . b a s . t e . ˈ s i . d ə s
abastecido	a . b a s . t e . ˈ s i . d ʊ
abastecidos	a . b a s . t e . ˈ s i . d ʊ s
abastecimento	a . b a s . t e . s i . ˈ m ẽ . t ʊ
abastecimentos	a . b a s . t e . s i . ˈ m ẽ . t ʊ s
abatedouro	a . b a . t e . ˈ d o w . ɾ ʊ
abatedouros	a . b a . t e . ˈ d o w . ɾ ʊ s
abatem	a . ˈ b a . t ẽ ỹ
abatendo	a . b a . ˈ t ẽ . d ʊ
abateram	a . b a . ˈ t e . ɾ ã ʊ̃
abatiam	a . b a . ˈ t ʃ i . ã ʊ̃
abatida	a . b a . ˈ t ʃ i . d ə
abatidas	a . b a . ˈ t ʃ i . d ə s
abatido	a . b a . ˈ t ʃ i . d ʊ
abatidos	a . b a . ˈ t ʃ i . d ʊ s
abatimento	a . b a . t ʃ i . ˈ m ẽ . t ʊ
abatimentos	a . b a . t ʃ i . ˈ m ẽ . t ʊ s
abaulada	a . b a w . ˈ l a . d ə
abaulado	a . b a w . ˈ l a . d ʊ
abaulamento	a . b a w . l a . ˈ m ẽ . t ʊ
abaxial	a . b a . k s i . ˈ a w
abaza	a . ˈ b a . z ə
abca	a . b e . s e . ˈ a
abcásia	a b . ˈ k a . z i . ə
abcde	a . b e . s e . d e . ˈ ɛ
abcesso	a b . ˈ s ɛ . s ʊ
abcessos	a b . ˈ s ɛ . s ʊ s
abcissa	a b . ˈ s i . s ə
abcissas	a b . ˈ s i . s ə s
abcs	a . b e . ˈ s e s
abc-zinho	a . b e . s e . ˈ z ĩ . ɲ ʊ
abcz	a . b e . s e . ˈ z e
abda	a . b e . d e . ˈ a
abdala	a b . ˈ d a . l ə
abdalá	a b . d a . ˈ l a
abdal	a b . ˈ d a w
abdas	ˈ a b . d ə s
abdelaziz	a b . d e . l a . ˈ z i s
abdel	a b . ˈ d ɛ w
abdera	a b . ˈ d ɛ . ɾ ə
abdero	a b . ˈ d ɛ . ɾ ʊ
abderramão	a b . d e . x a . ˈ m ã ʊ̃
abdi	a b . ˈ d ʒ i
abdias	a b . ˈ d ʒ i . ə s
abdica	a b . ˈ d ʒ i . k ə
abdicação	a b . d ʒ i . k a . ˈ s ã ʊ̃
abdicações	a b . d ʒ i . k a . ˈ s õ ỹ s
abdicado	a b . d ʒ i . ˈ k a . d ʊ
abdicando	a b . d ʒ i . ˈ k ã . d ʊ
abdicara	a b . d ʒ i . ˈ k a . ɾ ə
abdicar	a b . d ʒ i . ˈ k a x
abdicaram	a b . d ʒ i . ˈ k a . ɾ ã ʊ̃
abdicaria	a b . d ʒ i . k a . ˈ ɾ i . ə
abdicasse	a b . d ʒ i . ˈ k a . s ɪ
abdicava	a b . d ʒ i . ˈ k a . v ə
abdicou	a b . d ʒ i . ˈ k o w
abdin	a b . ˈ d ʒ ĩ
abditus	a b . d ʒ i . ˈ t u s
abdol	a b . ˈ d ɔ w
abdome	a b . ˈ d õ . m ɪ
abdômen	a b . ˈ d õ . m ẽ ỹ
abdominais	a b . d o . m i . ˈ n a y s
abdominal	a b . d o . m i . ˈ n a w
abdominalis	a b . d ʒ o . m i . ˈ n a . l ɪ s
abdo	a . b e . d e . ˈ ɔ
abdu	a b . ˈ d u
abdução	a b . d u . ˈ s ã ʊ̃
abducente	a b . d u . ˈ s ẽ . t ʃ ɪ
abduções	a b . d u . ˈ s õ ỹ s
abdulaziz	a b . d u . l a . ˈ z i z
abdul	a b . ˈ d u w
abdur	a b . ˈ d u x
abdus	a b . ˈ d u s
abdutor	a b . d u . ˈ t o x
abduzida	a b . d u . ˈ z i . d ə
abduzido	a b . d u . ˈ z i . d ʊ
abduzidos	a b . d u . ˈ z i . d ʊ s
abeba	a . ˈ b e . b ə
abecásios	a . b e . ˈ k a . z i . ʊ s
abecedário	a . b e . s e . ˈ d a . ɾ i . ʊ
abegoaria	a . b e . ɡ o . a . ˈ ɾ i . ə
abeiro	a . ˈ b e y . ɾ ʊ
abela	a . ˈ b ɛ . l ə
abelaira	a . b e . ˈ l a y . ɾ ə
abelardo	a . b e . ˈ l a ɣ . d ʊ
abelha	a . ˈ b e . ʎ ə
abelha-rainha	a . b e . ʎ a . x a . ˈ ĩ . ɲ ə
abelharucos	a . b e . ʎ a . ˈ ɾ u . k ʊ s
abelhas	a . ˈ b e . ʎ ə s
abelheira	a . b e . ˈ ʎ e y . ɾ ə
abelhinha	a . b e . ˈ ʎ ĩ . ɲ ə
abelhinhas	a . b e . ˈ ʎ ĩ . ɲ ə s
abelho	a . ˈ b e . ʎ ʊ
abelhudos	a . b e . ˈ ʎ u . d ʊ s
abeliana	a . b e . l i . ˈ ã . n ə
abelianas	a . b e . l i . ˈ ã . n ə s
abelianos	a . b e . l i . ˈ ã . n ʊ s
abem	a . ˈ b ẽ ỹ
abençoa	a . b ẽ . ˈ s o . ə
abençoada	a . b ẽ . s o . ˈ a . d ə
abençoadas	a . b ẽ . s o . ˈ a . d ə s
abençoado	a . b ẽ . s o . ˈ a . d ʊ
abençoados	a . b ẽ . s o . ˈ a . d ʊ s
abençoando	a . b ẽ . s o . ˈ ã . d ʊ
abençoar	a . b ẽ . s o . ˈ a x
abençoava	a . b ẽ . s o . ˈ a . v ə
abençoou	a . b ẽ . s o . ˈ o w
abendana	a . b ẽ . ˈ d ã . n ə
abera	a . ˈ b ɛ . ɾ ə
aberje	a . ˈ b ɛ ɣ . ʒ ɪ
aberração	a . b e . x a . ˈ s ã ʊ̃
aberrações	a . b e . x a . ˈ s õ ỹ s
aberrante	a . b e . ˈ x ã . t ʃ ɪ
abertamente	a . b ɛ x . t a . ˈ m ẽ . t ʃ ɪ
aberta	a . ˈ b ɛ x . t ə
abertas	a . ˈ b ɛ x . t ə s
abertos	a . ˈ b ɛ x . t ʊ s
abertura	a . b e x . ˈ t u . ɾ ə
aberturas	a . b e x . ˈ t u . ɾ ə s
abesni	a . b e z . ˈ n i
abeto	a . ˈ b e . t ʊ
abetos	a . ˈ b ɛ . t ʊ s
abgar	a b . ˈ ɡ a x
abiaí	a . b i . ə . ˈ i
abias	a . ˈ b i . ə s
abiatar	a . b i . ə . ˈ t a x
abidal	a . b i . ˈ d a w
abidarma	a . b i . ˈ d a ɣ . m ə
abide	a . ˈ b i . d ʒ ɪ
abido	a . ˈ b i . d ʊ
abidos	a . ˈ b i . d ʊ s
abila	a . ˈ b i . l ə
abílio	a . ˈ b i . l i . ʊ
abi	a . ˈ b i
abiocor	a . b i . o . ˈ k o x
abiogênica	a . b i . o . ˈ ʒ ẽ . n i . k ə
abiótico	a . b i . ˈ ɔ . t ʃ i . k ʊ
abióticos	a . b i . ˈ ɔ . t ʃ i . k ʊ s
abir	a . ˈ b i x
abismado	a . b i z . ˈ m a . d ʊ
abismo	a . ˈ b i z . m ʊ
abismos	a . ˈ b i z . m ʊ s
abissínia	a . b i . ˈ s ĩ . n i . ə
abissínio	a . b i . ˈ s ĩ . n i . ʊ
abissínios	a . b i . ˈ s ĩ . n i . ʊ s
abitibi	a . b i . t ʃ i . ˈ b i
abitureiras	a . b i . t u . ˈ ɾ e y . ɾ ə s
abjads	ˈ a b . ʒ ə d s
abjeto	a b . ˈ ʒ ɛ . t ʊ
abjuração	a b . ʒ u . ɾ a . ˈ s ã ʊ̃
abjurar	a b . ʒ u . ˈ ɾ a x
abjurou	a b . ʒ u . ˈ ɾ o w
ablação	a . b l a . ˈ s ã ʊ̃
ablução	a . b l u . ˈ s ã ʊ̃
abluções	a . b l u . ˈ s õ ỹ s
abma	ˈ a b . m ə
abm	a . b e . ˈ ẽ . m ɪ
abnegação	a b . n e . ɡ a . ˈ s ã ʊ̃
abnegada	a b . n e . ˈ ɡ a . d ə
abnegado	a b . n e . ˈ ɡ a . d ʊ
abnegados	a b . n e . ˈ ɡ a . d ʊ s
abô	a . ˈ b o
abo	a . b e . ˈ ɔ
aboadela	a . b o . a . ˈ d ɛ . l ə
aboazar	a . b o . a . ˈ z a x
abobada	a . b o . ˈ b a . d ə
abóbada	a . ˈ b ɔ . b a . d ə
abobadada	a . b o . b a . ˈ d a . d ə
abobadadas	a . b o . b a . ˈ d a . d ə s
abobadado	a . b o . b a . ˈ d a . d ʊ
abobadados	a . b o . b a . ˈ d a . d ʊ s
abobadas	a . b o . ˈ b a . d ə s
abóbadas	a . ˈ b ɔ . b a . d ə s
abobo	a . ˈ b o . b ʊ
abóboda	a . ˈ b ɔ . b o . d ə
abóbodas	a . ˈ b ɔ . b o . d ə s
abóbora	a . ˈ b ɔ . b o . ɾ ə
abóboras	a . ˈ b ɔ . b o . ɾ ə s
aboboreira	a . b o . b o . ˈ ɾ e y . ɾ ə
abobrinha	a . b ɔ . ˈ b ɾ ĩ . ɲ ə
abocanhar	a . b o . k ã . ˈ ɲ a x
abocanhou	a . b o . k ã . ˈ ɲ o w
abolição	a . b o . l i . ˈ s ã ʊ̃
abolicionismo	a . b o . l i . s i . o . ˈ n i z . m ʊ
abolicionista	a . b o . l i . s i . o . ˈ n i s . t ə
abolicionistas	a . b o . l i . s i . o . ˈ n i s . t ə s
abolida	a . b o . ˈ l i . d ə
abolidas	a . b o . ˈ l i . d ə s
abolido	a . b o . ˈ l i . d ʊ
abolidos	a . b o . ˈ l i . d ʊ s
abolindo	a . b o . ˈ l ĩ . d ʊ
aboliram	a . b o . ˈ l i . ɾ ã ʊ̃
aboliu	a . b o . ˈ l i w
abomaso	a . b o . ˈ m a . z ʊ
abominação	a . b o . m i . n a . ˈ s ã ʊ̃
abominações	a . b o . m i . n a . ˈ s õ ỹ s
abominava	a . b o . m i . ˈ n a . v ə
abomina	a . b o . ˈ m ĩ . n ə
abominável	a . b o . m i . ˈ n a . v e w
abonado	a . b o . ˈ n a . d ʊ
abonados	a . b o . ˈ n a . d ʊ s
abonos	a . ˈ b õ . n ʊ s
aboral	a . b o . ˈ ɾ a w
abordada	a . b o ɣ . ˈ d a . d ə
abordadas	a . b o ɣ . ˈ d a . d ə s
abordado	a . b o ɣ . ˈ d a . d ʊ
abordados	a . b o ɣ . ˈ d a . d ʊ s
abordagem	a . b o ɣ . ˈ d a . ʒ ẽ ỹ
abordam	a . ˈ b ɔ ɣ . d ã ʊ̃
abordando	a . b o ɣ . ˈ d ã . d ʊ
abordará	a . b o ɣ . d a . ˈ ɾ a
abordaram	a . b o ɣ . ˈ d a . ɾ ã ʊ̃
abordarem	a . b o ɣ . ˈ d a . ɾ ẽ ỹ
abordaria	a . b o ɣ . d a . ˈ ɾ i . ə
abordar	a . b o ɣ . ˈ d a x
abordava	a . b o ɣ . ˈ d a . v ə
abordavam	a . b o ɣ . ˈ d a . v ã ʊ̃
abordem	a . ˈ b ɔ ɣ . d ẽ ỹ
abordo	a . ˈ b ɔ ɣ . d ʊ
abordou	a . b o ɣ . ˈ d o w
aborim	a . b o . ˈ ɾ ĩ
aborreceu	a . b o . x e . ˈ s e w
aborrecia	a . b o . x e . ˈ s i . ə
aborrecida	a . b o . x e . ˈ s i . d ə
aborrecidas	a . b o . x e . ˈ s i . d ə s
aborrecido	a . b o . x e . ˈ s i . d ʊ
aborrecidos	a . b o . x e . ˈ s i . d ʊ s
aborrecimento	a . b o . x e . s i . ˈ m ẽ . t ʊ
aborrecimentos	a . b o . x e . s i . ˈ m ẽ . t ʊ s
aborta	a . ˈ b ɔ x . t ə
abortada	a . b o x . ˈ t a . d ə
abortadas	a . b o x . ˈ t a . d ə s
abortado	a . b o x . ˈ t a . d ʊ
abortados	a . b o x . ˈ t a . d ʊ s
abortamento	a . b o x . t a . ˈ m ẽ . t ʊ
abortando	a . b o x . ˈ t ã . d ʊ
abortar	a . b o x . ˈ t a x
abortiva	a . b o x . ˈ t ʃ i . v ə
abortivas	a . b o x . ˈ t ʃ i . v ə s
abortivos	a . b o x . ˈ t ʃ i . v ʊ s
abortos	a . ˈ b o x . t ʊ s
abortou	a . b o x . ˈ t o w
abos	a . b e . ˈ ɔ s
abotoada	a . b o . t o . ˈ a . d ə
abotoado	a . b o . t o . ˈ a . d ʊ
abou	a . ˈ b u
abrã	a . ˈ b ɾ ã
abraâmica	a . b ɾ a . ˈ ã . m i . k ə
abraâmicas	a . b ɾ a . ˈ ã . m i . k ə s
abraão	a . b ɾ a . ˈ ã ʊ̃
abr	a . b e . ˈ ɛ . x ɪ
abraça	a . ˈ b ɾ a . s ə
abracadabra	a . b ɾ a . k a . ˈ d a . b ɾ ə
abraçada	a . b ɾ a . ˈ s a . d ə
abraçadas	a . b ɾ a . ˈ s a . d ə s
abraçado	a . b ɾ a . ˈ s a . d ʊ
abraçados	a . b ɾ a . ˈ s a . d ʊ s
abraçá-la	a . b ɾ a . ˈ s a . l ə
abraçá-lo	a . b ɾ a . ˈ s a . l ʊ
abraçam	a . ˈ b ɾ a . s ã ʊ̃
abraçando	a . b ɾ a . ˈ s ã . d ʊ
abraçara	a . b ɾ a . ˈ s a . ɾ ə
abraçaram	a . b ɾ a . ˈ s a . ɾ ã ʊ̃
abraçar	a . b ɾ a . ˈ s a x
abraçava	a . b ɾ a . ˈ s a . v ə
abraçavam	a . b ɾ a . ˈ s a . v ã ʊ̃
abrace	a . ˈ b ɾ a . s ɪ
abraço	a . ˈ b ɾ a . s ʊ
abraços	a . ˈ b ɾ a . s ʊ s
abraçou	a . b ɾ a . ˈ s o w
abragames	a . b ɾ a . ˈ ɡ ẽ ỹ . m ɪ s
abragão	a . b ɾ a . ˈ ɡ ã ʊ̃
abraji	a . b ɾ a . ˈ ʒ i
abramo	a . ˈ b ɾ ã . m ʊ
abram	ˈ a . b ɾ ã ʊ̃
abra	ˈ a . b ɾ ə
abranches	a . ˈ b ɾ ã . ʃ ɪ s
abrandada	a . b ɾ ã . ˈ d a . d ə
abrandado	a . b ɾ ã . ˈ d a . d ʊ
abrandamento	a . b ɾ ã . d a . ˈ m ẽ . t ʊ
abrandando	a . b ɾ ã . ˈ d ã . d ʊ
abrandaram	a . b ɾ ã . ˈ d a . ɾ ã ʊ̃
abrandar	a . b ɾ ã . ˈ d a x
abranda	a . ˈ b ɾ ã . d ə
abrandou	a . b ɾ ã . ˈ d o w
abrangem	a . ˈ b ɾ ã . ʒ ẽ ỹ
abrangência	a . b ɾ ã . ˈ ʒ ẽ . s i . ə
abrangendo	a . b ɾ ã . ˈ ʒ ẽ . d ʊ
abrangente	a . b ɾ ã . ˈ ʒ ẽ . t ʃ ɪ
abrangentes	a . b ɾ ã . ˈ ʒ ẽ . t ʃ ɪ s
abrangerá	a . b ɾ ã . ʒ e . ˈ ɾ a
abrangeram	a . b ɾ ã . ˈ ʒ e . ɾ ã ʊ̃
abrangeria	a . b ɾ ã . ʒ e . ˈ ɾ i . ə
abrangeu	a . b ɾ ã . ˈ ʒ e w
abrangia	a . b ɾ ã . ˈ ʒ i . ə
abrangiam	a . b ɾ ã . ˈ ʒ i . ã ʊ̃
abrangida	a . b ɾ ã . ˈ ʒ i . d ə
abrangidas	a . b ɾ ã . ˈ ʒ i . d ə s
abrangido	a . b ɾ ã . ˈ ʒ i . d ʊ
abrangidos	a . b ɾ ã . ˈ ʒ i . d ʊ s
abrangindo	a . b ɾ ã . ˈ ʒ ĩ . d ʊ
abranhos	a . ˈ b ɾ ã . ɲ ʊ s
abranja	a . ˈ b ɾ ã . ʒ ə
abranjam	a . ˈ b ɾ ã . ʒ ã ʊ̃
abrantes	a . ˈ b ɾ ã . t ʃ ɪ s
abrão	a . ˈ b ɾ ã ʊ̃
abrasão	a . b ɾ a . ˈ z ã ʊ̃
abrasax	a . b ɾ a . ˈ z a k s
abrasileiramento	a . b ɾ a . z i . l e y . ɾ a . ˈ m ẽ . t ʊ
abrasiva	a . b ɾ a . ˈ z i . v ə
abrasivas	a . b ɾ a . ˈ z i . v ə s
abrasivo	a . b ɾ a . ˈ z i . v ʊ
abrasivos	a . b ɾ a . ˈ z i . v ʊ s
abras	ˈ a . b ɾ ə s
abravanel	a . b ɾ a . v a . ˈ n ɛ w
abraveses	a . b ɾ a . ˈ v e . z ɪ s
abraxas	a . ˈ b ɾ a . k s ə s
abre-alas	a . b ɾ i . ˈ a . l ə s
abre-campo	a . b ɾ i . ˈ k ã . p ʊ
abreiro	a . ˈ b ɾ e y . ɾ ʊ
abrem	ˈ a . b ɾ ẽ ỹ
abreu	a . ˈ b ɾ e w
abre	ˈ a . b ɾ ɪ
abreviação	a . b ɾ e . v i . a . ˈ s ã ʊ̃
abreviações	a . b ɾ e . v i . a . ˈ s õ ỹ s
abreviada	a . b ɾ e . v i . ˈ a . d ə
abreviadamente	a . b ɾ e . v i . ə . d a . ˈ m ẽ . t ʃ ɪ
abreviadas	a . b ɾ e . v i . ˈ a . d ə s
abreviado	a . b ɾ e . v i . ˈ a . d ʊ
abreviadores	a . b ɾ e . v i . ə . ˈ d o . ɾ ɪ s
abreviados	a . b ɾ e . v i . ˈ a . d ʊ s
abreviando	a . b ɾ e . v i . ˈ ã . d ʊ
abreviar	a . b ɾ e . v i . ˈ a x
abreviatura	a . b ɾ e . v i . a . ˈ t u . ɾ ə
abreviaturas	a . b ɾ e . v i . a . ˈ t u . ɾ ə s
abrevia	a . b ɾ e . ˈ v i . ə
abreviou	a . b ɾ e . v i . ˈ o w
abriam	a . ˈ b ɾ i . ã ʊ̃
abria	a . ˈ b ɾ i . ə
abricó	a . b ɾ i . ˈ k ɔ
abridor	a . b ɾ i . ˈ d o x
abridores	a . b ɾ i . ˈ d o . ɾ ɪ s
abrigada	a . b ɾ i . ˈ ɡ a . d ə
abrigadas	a . b ɾ i . ˈ ɡ a . d ə s
abrigado	a . b ɾ i . ˈ ɡ a . d ʊ
abrigados	a . b ɾ i . ˈ ɡ a . d ʊ s
abrigá-la	a . b ɾ i . ˈ ɡ a . l ə
abrigá-lo	a . b ɾ i . ˈ ɡ a . l ʊ
abrigá-los	a . b ɾ i . ˈ ɡ a . l ʊ s
abrigam	a . ˈ b ɾ i . ɡ ã ʊ̃
abrigando	a . b ɾ i . ˈ ɡ ã . d ʊ
abrigará	a . b ɾ i . ɡ a . ˈ ɾ a
abrigaram	a . b ɾ i . ˈ ɡ a . ɾ ã ʊ̃
abrigarem	a . b ɾ i . ˈ ɡ a . ɾ ẽ ỹ
abrigaria	a . b ɾ i . ɡ a . ˈ ɾ i . ə
abrigariam	a . b ɾ i . ɡ a . ˈ ɾ i . ã ʊ̃
abrigar	a . b ɾ i . ˈ ɡ a x
abrigassem	a . b ɾ i . ˈ ɡ a . s ẽ ỹ
abriga	a . ˈ b ɾ i . ɡ ə
abrigavam	a . b ɾ i . ˈ ɡ a . v ã ʊ̃
abrigava	a . b ɾ i . ˈ ɡ a . v ə
abrigo	a . ˈ b ɾ i . ɡ ʊ
abrigos	a . ˈ b ɾ i . ɡ ʊ s
abrigou	a . b ɾ i . ˈ ɡ o w
abriguem	a . ˈ b ɾ i . ɡ ẽ ỹ
abrigue	a . ˈ b ɾ i . ɡ ɪ
abri-la	a . ˈ b ɾ i . l ə
abrilada	a . b ɾ i . ˈ l a . d ə
abrilhantando	a . b ɾ i . ʎ ã . ˈ t ã . d ʊ
abrilhantar	a . b ɾ i . ʎ ã . ˈ t a x
abrilhantaram	a . b ɾ i . ʎ ã . ˈ t a . ɾ ã ʊ̃
abrilhantou	a . b ɾ i . ʎ ã . ˈ t o w
abril-junho	a . b ɾ i w . ˈ ʒ ũ . ɲ ʊ
abril	a . ˈ b ɾ i w
abri-lo	a . ˈ b ɾ i . l ʊ
abrilongo	a . b ɾ i . ˈ l õ . ɡ ʊ
abri-los	a . ˈ b ɾ i . l ʊ s
abrimos	a . ˈ b ɾ i . m ʊ s
abrindo	a . ˈ b ɾ ĩ . d ʊ
abrira	a . ˈ b ɾ i . ɾ ə
abriram	a . ˈ b ɾ i . ɾ ã ʊ̃
abrirão	a . b ɾ i . ˈ ɾ ã ʊ̃
abrirá	a . b ɾ i . ˈ ɾ a
abrirem	a . ˈ b ɾ i . ɾ ẽ ỹ
abririam	a . b ɾ i . ˈ ɾ i . ã ʊ̃
abriria	a . b ɾ i . ˈ ɾ i . ə
abrir	a . ˈ b ɾ i x
abrissem	a . ˈ b ɾ i . s ẽ ỹ
abriu	a . ˈ b ɾ i w
abri	a . ˈ b ɾ i
abrocoma	a . b ɾ o . ˈ k õ . m ə
abrolhos	a . ˈ b ɾ ɔ . ʎ ʊ s
abrota	a . ˈ b ɾ ɔ . t ə
abrótano	a . ˈ b ɾ ɔ . t a . n ʊ
abrótea	a . ˈ b ɾ ɔ . t e . ə
abro	ˈ a . b ɾ ʊ
abrunhais	ə . b ɾ ũ . ˈ ɲ a y s
abrunheira	a . b ɾ ũ . ˈ ɲ e y . ɾ ə
abrunheiro	a . b ɾ ũ . ˈ ɲ e y . ɾ ʊ
abrunhosa	a . b ɾ ũ . ˈ ɲ ɔ . z ə
abruptamente	a . b ɾ u p . t a . ˈ m ẽ . t ʃ ɪ
abrupta	a . ˈ b ɾ u p . t ə
abruptas	a . ˈ b ɾ u p . t ə s
abrupto	a . ˈ b ɾ u p . t ʊ
abruptos	a . ˈ b ɾ u p . t ʊ s
abruzos	a . ˈ b ɾ u . z ʊ s
absa	a . b e . ɛ . s i . ˈ a
absalão	a b . s a . ˈ l ã ʊ̃
abscessos	a b . ˈ s ɛ . s ʊ s
abscisão	a b . s i . ˈ z ã ʊ̃
abscísico	a b . ˈ s i . z i . k ʊ
abscissas	a b . ˈ s i . s ə s
absenteísmo	a b . z ẽ . t e . ˈ i z . m ʊ
absentia	a b . ˈ s ẽ . t ʃ i . ə
absentismo	a b . s ẽ . ˈ t ʃ i z . m ʊ
absidada	a b . s i . ˈ d a . d ə
absidal	a b . s i . ˈ d a w
abside	a b . ˈ s i . d ʒ ɪ
ábside	ˈ a b . s i . d ʒ ɪ
absides	a b . ˈ s i . d ʒ ɪ s
absidíolos	a b . s i . ˈ d ʒ i . o . l ʊ s
absinto	a b . ˈ s ĩ . t ʊ
